Rk,Name,Age,PA,Tm,BtRuns,BtWins,Plays,WPA,WPA+,WPA-,aLI,WPA/LI,Clutch,cWPA,cWPA+,cWPA-,acLI,cClutch,RE24,REW,boLI,RE24/boLI,PHlev,AB,Name-additional
1,CJ Abrams*,22,614,WSN,-5,-0.5,670,-1,11.4,-12.4,1.08,0,-0.9,-0.20%,1.70%,-1.90%,0.26,-0.40%,-3.6,-0.4,0.97,1.4,2.19,1,abramcj01
2,José Abreu,36,594,HOU,-10.3,-1,602,-1.2,10.2,-11.4,1.03,-1.1,-0.1,-0.60%,11.00%,-11.60%,1.75,0.30%,-2.1,-0.2,1,-11.7,,0,abreujo02
3,Wilyer Abreu*,24,85,BOS,3.6,0.4,89,-0.1,1.4,-1.5,1.06,0.2,-0.3,-0.10%,0.20%,-0.20%,0.24,-0.30%,4.8,0.5,0.95,4.4,1.8,6,abreuwi02
4,Ronald Acuña Jr.,25,735,ATL,63.5,6,843,6.8,17,-10.2,0.93,6.2,1.2,2.50%,7.00%,-4.50%,0.66,0.30%,73.5,6.9,0.95,73.4,,0,acunaro01
5,Willy Adames,27,638,MIL,-3,-0.3,651,-0.7,10.7,-11.4,0.99,-0.4,-0.4,-0.60%,6.40%,-7.00%,1,-0.50%,-7.1,-0.7,0.93,-5.6,,0,adamewi01
6,Jordyn Adams,23,40,LAA,-7.1,-0.7,45,-0.5,0.4,-0.9,1.01,-0.5,0.1,0.00%,0.00%,0.00%,0.05,-0.20%,-6.1,-0.6,0.85,-6.6,0.01,2,adamsjo03
7,Riley Adams,27,158,WSN,4.2,0.4,159,0.1,2.4,-2.3,0.84,-0.1,0.3,0.00%,0.30%,-0.30%,0.16,0.30%,2.1,0.2,0.93,1.5,1.48,3,adamsri03
8,Jo Adell,24,62,LAA,-1.4,-0.1,63,0.1,0.9,-0.9,0.75,-0.2,0.3,0.00%,0.10%,-0.10%,0.19,-0.10%,-0.1,0,0.87,-2.4,,1,adelljo01
9,Ehire Adrianza#,33,11,ATL,-2.5,-0.3,11,-0.2,0,-0.2,0.94,-0.2,0,-0.20%,0.00%,-0.20%,1.19,0.00%,-2.2,-0.2,0.88,-2.8,1.14,3,adriaeh01
10,Jesús Aguilar,33,115,OAK,-1.7,-0.2,115,-0.7,1.6,-2.3,0.99,-0.2,-0.4,0.00%,0.50%,-0.60%,0.42,-0.10%,-7.3,-0.7,0.94,-3.6,1.41,6,aguilje01
11,Nick Ahmed,33,210,ARI,-13.4,-1.3,221,-1.6,2.5,-4.1,0.91,-1.4,-0.3,-1.10%,1.70%,-2.80%,1.05,-0.20%,-12.1,-1.2,0.91,-15,1.44,9,ahmedni01
12,Hanser Alberto,30,90,CHW,-3,-0.3,90,-1.1,0.8,-2,1.08,-0.7,-0.3,-0.30%,0.30%,-0.60%,0.55,-0.10%,-4,-0.4,1.02,-5.4,0.37,2,alberha01
13,Ozzie Albies#,26,660,ATL,19.1,1.8,682,2.1,13.2,-11,0.96,1.4,0.8,0.40%,5.60%,-5.20%,0.71,-0.10%,19.1,1.8,0.95,16.7,,0,albieoz01
14,Jorge Alfaro,30,52,TOT,-4.9,-0.5,52,-0.2,0.6,-0.8,0.81,-0.4,0.2,-0.10%,0.10%,-0.20%,0.29,-0.20%,-6.5,-0.6,0.96,-6.7,0.97,3,alfarjo01
15,Jorge Alfaro,30,32,COL,-2.6,-0.3,32,0,0.5,-0.5,0.86,-0.2,0.2,0.00%,0.00%,0.00%,0.08,0.00%,-2.7,-0.3,1.01,-3.3,0.97,3,alfarjo01
16,Jorge Alfaro,30,20,BOS,-2.3,-0.2,20,-0.2,0.1,-0.3,0.73,-0.2,-0.1,-0.10%,0.10%,-0.20%,0.63,0.00%,-3.7,-0.4,0.87,-3.4,,0,alfarjo01
17,Greg Allen#,30,28,NYY,0.6,0.1,34,0.1,0.4,-0.3,0.58,0.1,0,-0.10%,0.10%,-0.20%,0.49,-0.40%,-0.2,0,0.87,-0.1,0.01,1,allengr01
18,Nick Allen,24,329,OAK,-17.1,-1.7,341,-1.4,4.1,-5.5,0.92,-1.6,0.1,-0.20%,0.10%,-0.30%,0.05,-3.80%,-18.1,-1.8,0.88,-20.5,0.24,1,allenni02
19,Abraham Almonte#,34,16,NYM,-2.7,-0.3,16,-0.2,0.1,-0.3,0.69,-0.2,0,0.00%,0.00%,0.00%,0.08,0.00%,-3,-0.3,0.88,-3.2,0.65,5,almonab01
20,Pete Alonso,28,658,NYM,16.4,1.6,667,0.6,13.4,-12.8,1.03,1.2,-0.6,0.80%,4.50%,-3.80%,0.52,0.60%,14.9,1.5,0.96,13.8,,0,alonspe01
21,Jose Altuve,33,410,HOU,26.1,2.5,441,2,8.5,-6.4,0.92,2.1,0.1,1.80%,10.00%,-8.20%,1.88,-0.30%,21.4,2.1,0.94,24.1,2.49,1,altuvjo01
22,Jake Alu*,26,175,WSN,-9,-0.9,184,-0.4,3.1,-3.6,1.17,-0.7,0.4,-0.10%,0.10%,-0.20%,0.11,-0.70%,-8.8,-0.9,0.96,-8.3,1.12,5,aluja01
23,Francisco Alvarez,21,423,NYM,-4,-0.4,430,-1,8.3,-9.2,1.06,-0.3,-0.6,-0.20%,2.80%,-3.00%,0.56,-0.10%,-8.6,-0.9,0.95,-3.8,1.88,15,alvarfr01
24,Yordan Alvarez*,26,496,HOU,42.9,4.1,504,4.7,12.1,-7.5,0.99,3.3,1.4,4.70%,12.30%,-7.60%,1.72,0.80%,52.3,5,0.97,45,2.49,0,alvaryo01
25,Jacob Amaya,24,9,MIA,-1,-0.1,10,0,0.1,-0.2,1.17,-0.1,0.1,0.00%,0.10%,-0.10%,1.4,0.00%,0.6,0.1,1.26,-0.6,,0,amayaja01
26,Miguel Amaya,24,156,CHC,-2.4,-0.2,160,-0.8,1.7,-2.5,0.86,-0.2,-0.8,-0.50%,0.80%,-1.30%,0.73,-0.70%,2.8,0.3,0.87,-1.6,1.32,9,amayami01
27,Brian Anderson,30,361,MIL,-6.1,-0.6,367,-1.9,4.7,-6.6,0.92,-0.4,-1.7,-1.60%,3.10%,-4.70%,1.07,-1.20%,-8.8,-0.9,0.93,-6.8,1.16,5,anderbr06
28,Tim Anderson,30,524,CHW,-28,-2.8,547,-4.1,6.1,-10.2,0.97,-3,-1.3,-0.60%,1.10%,-1.70%,0.27,-0.90%,-33,-3.3,0.9,-36.4,3.73,2,anderti01
29,Elvis Andrus,34,406,CHW,-10.3,-1,426,-1.8,6.7,-8.5,1.08,-1.2,-0.5,-0.70%,1.10%,-1.80%,0.38,-1.00%,-7.7,-0.8,0.93,-14.8,1.26,1,andruel01
30,Miguel Andujar,28,90,PIT,0.8,0.1,90,0.3,2,-1.7,1.07,0,0.3,-0.10%,0.30%,-0.40%,0.4,-0.20%,1.7,0.2,1.04,1.2,1.37,7,andujmi01
31,Jonathan Aranda*,25,103,TBR,0.3,0,105,-0.1,1.6,-1.7,1.01,-0.1,0,-0.30%,0.80%,-1.00%,0.9,-0.30%,2.3,0.2,0.92,0.2,2.28,9,arandjo01
32,Jonathan Araúz#,24,66,NYM,-5.8,-0.6,67,-0.4,0.7,-1.1,0.8,-0.6,0,0.00%,0.00%,-0.10%,0.09,-0.10%,-4,-0.4,0.94,-6.4,0.01,1,arauzjo01
33,Orlando Arcia,28,533,ATL,-2.3,-0.2,536,0.5,9.8,-9.3,0.92,0.2,0.3,0.60%,4.10%,-3.40%,0.6,0.90%,-3.1,-0.3,0.93,0.5,0.79,2,arciaor01
34,Nolan Arenado,32,612,STL,5.8,0.6,618,0.3,12,-11.7,1.05,0.5,-0.2,-0.10%,2.30%,-2.30%,0.34,-0.80%,-1.4,-0.1,0.97,3,2.7,1,arenano01
35,Gabriel Arias,23,345,CLE,-11,-1.1,359,-2.4,5.2,-7.6,1.09,-1.5,-0.7,-0.80%,2.10%,-2.90%,0.71,-0.40%,-24.1,-2.4,0.96,-18.8,1.52,5,ariasga01
36,Randy Arozarena,28,654,TBR,18,1.8,691,1.8,12.4,-10.6,0.96,1.6,0.2,1.30%,8.00%,-6.70%,1.01,0.40%,23.6,2.3,0.94,24.1,2.83,2,arozara01
37,Luis Arráez*,26,617,MIA,26.4,2.5,630,0.7,11.4,-10.7,1.03,1.2,-0.6,0.50%,7.30%,-6.80%,1.09,-0.30%,29.3,2.8,0.93,18.6,2.38,6,arraelu01
38,Christian Arroyo,28,206,BOS,-8.2,-0.8,215,-1.6,2.8,-4.3,0.93,-1.1,-0.6,-0.70%,1.30%,-2.00%,0.72,-0.30%,-11.9,-1.2,0.93,-11.2,1.04,4,arroych01
39,José Azocar,27,102,SDP,-2.7,-0.3,114,-0.4,1.2,-1.6,0.85,-0.3,-0.3,-0.20%,0.40%,-0.50%,0.48,-0.10%,-4.5,-0.4,0.96,-3.4,0.62,7,azocajo01
40,Akil Baddoo*,24,357,DET,-5.9,-0.6,381,-0.1,6.4,-6.6,1.03,-0.6,0.5,0.30%,2.00%,-1.70%,0.51,0.80%,2.3,0.2,0.96,-5.9,1.91,13,baddoak01
41,Harrison Bader,29,344,TOT,-14.3,-1.4,372,-0.9,6.1,-6.9,1.05,-1.4,0.6,-0.40%,3.10%,-3.50%,0.89,0.40%,-9.7,-0.9,0.97,-17.2,1.31,5,baderha01
42,Harrison Bader,29,310,NYY,-10.6,-1.1,334,-0.7,5.3,-6,1.03,-1.2,0.5,-0.20%,2.60%,-2.80%,0.8,0.50%,-6.3,-0.6,0.96,-14.2,1.56,4,baderha01
43,Harrison Bader,29,34,CIN,-3.7,-0.4,38,-0.2,0.7,-0.9,1.27,-0.2,0.1,-0.20%,0.50%,-0.70%,1.66,0.00%,-3.4,-0.3,1.05,-3.1,0.33,1,baderha01
44,Ji Hwan Bae*,23,371,PIT,-15.1,-1.5,406,-0.6,6,-6.6,0.98,-1.4,0.8,-0.30%,2.50%,-2.80%,0.7,0.10%,-8.2,-0.8,0.95,-13.4,1.38,7,baeji01
45,Javier Báez,30,547,DET,-28.2,-2.8,565,-0.6,8.9,-9.5,0.98,-2.4,1.8,-0.30%,2.80%,-3.00%,0.53,1.00%,-18.3,-1.8,0.93,-25.6,1.29,4,baezja01
46,Patrick Bailey#,24,353,SFG,-10.4,-1,361,-0.4,7.2,-7.6,1.17,-1.1,0.8,0.40%,5.40%,-5.00%,1.38,0.80%,-2.9,-0.3,1,-10.8,1.94,5,bailepa01
47,Luken Baker,26,99,STL,-3.1,-0.3,101,-0.5,1.4,-2,1.06,-0.3,-0.2,-0.10%,0.10%,-0.10%,0.09,-0.40%,-2.4,-0.2,0.99,-2.8,1.97,4,bakerlu01
48,Rylan Bannon,27,6,HOU,-1.6,-0.2,6,-0.2,0,-0.2,1.22,-0.2,0,-0.10%,0.00%,-0.10%,1.27,0.00%,-1.7,-0.2,0.98,-1.7,,0,bannory01
49,Austin Barnes,33,200,LAD,-16.1,-1.6,205,-0.8,2.6,-3.4,0.85,-1.5,0.6,-0.60%,1.30%,-1.80%,0.75,0.10%,-15.8,-1.5,0.94,-19.2,3.04,6,barneau01
50,Tucker Barnhart*,32,123,CHC,-8,-0.8,126,-1,1.3,-2.3,0.9,-0.8,-0.3,-0.50%,0.60%,-1.10%,0.72,-0.20%,-6.9,-0.7,0.91,-9.2,2.18,1,barnhtu01
51,Tres Barrera,28,2,STL,-0.6,-0.1,2,-0.1,0,-0.1,1.73,-0.1,0,0.00%,0.00%,0.00%,1.17,0.00%,-0.7,-0.1,1.13,-0.6,0.04,1,barretr01
52,Jose Barrero,25,149,CIN,-6.1,-0.6,155,-1,1.9,-2.9,0.98,-0.8,-0.2,-0.50%,0.90%,-1.30%,0.73,-0.10%,-5.1,-0.5,0.98,-7.7,,0,garcijo02
53,Joey Bart,26,95,SFG,-6.1,-0.6,95,-0.2,1.1,-1.3,0.79,-0.5,0.2,-0.10%,0.50%,-0.60%,0.6,0.10%,-5.1,-0.5,0.89,-5.5,1.37,1,bartjo01
54,Osleivis Basabe,22,94,TBR,-4.2,-0.4,97,-0.5,1.3,-1.9,1.02,-0.4,-0.1,-0.30%,0.80%,-1.10%,1.03,-0.10%,-3.3,-0.3,1,-5.2,3.07,2,basabos01
55,Matthew Batten,28,139,SDP,0.9,0.1,148,0.3,2.2,-1.9,0.9,0.1,0.2,0.00%,0.10%,-0.10%,0.08,0.00%,-1.4,-0.1,0.98,-1,0.29,3,battema01
56,Brett Baty*,23,389,NYM,-17.7,-1.7,393,-1.7,5.9,-7.6,1,-1.4,-0.3,-0.40%,2.30%,-2.70%,0.62,-0.10%,-16.7,-1.7,0.92,-12.3,2.21,7,batybr01
57,Jake Bauers*,27,272,NYY,-4.5,-0.4,278,-1.1,3.5,-4.6,0.89,-0.5,-0.7,-0.30%,1.70%,-2.00%,0.67,-0.10%,-9.6,-0.9,0.89,-6.4,1.44,12,bauerja01
58,Matt Beaty*,30,72,TOT,-1.2,-0.1,74,0.2,1.3,-1.1,0.98,0.1,0.1,0.00%,0.00%,0.00%,0.05,-0.60%,-0.1,0,0.97,0.3,1.1,9,beatyma01
59,Matt Beaty*,30,5,SFG,-0.6,-0.1,5,-0.1,0,-0.1,0.85,-0.1,0,0.00%,0.00%,0.00%,0.69,0.00%,-0.6,-0.1,1.11,-0.4,0.29,3,beatyma01
60,Matt Beaty*,30,67,KCR,-0.6,-0.1,69,0.2,1.2,-1,0.99,0.2,0.1,0.00%,0.00%,0.00%,0,-0.10%,0.5,0.1,0.96,0.6,1.51,6,beatyma01
61,Josh Bell#,30,617,TOT,4,0.4,621,-0.8,10.7,-11.5,1.06,-0.2,-0.6,-0.10%,7.00%,-7.10%,1.11,0.00%,-7.5,-0.8,0.96,-1.1,2.52,2,belljo02
62,Josh Bell#,30,393,CLE,-1,-0.1,395,-1.4,6.2,-7.6,1.08,-0.7,-0.6,-0.80%,3.30%,-4.00%,0.95,-0.40%,-11.2,-1.1,1,-7.4,2.52,2,belljo02
63,Josh Bell#,30,224,MIA,5,0.5,226,0.6,4.5,-3.8,1.01,0.6,0,0.60%,3.70%,-3.10%,1.37,0.10%,3.7,0.4,0.91,6.4,,0,belljo02
64,Cody Bellinger*,27,556,CHC,24,2.3,587,2.3,11.8,-9.5,1.02,2.9,-0.7,0.70%,7.00%,-6.30%,1.09,-1.20%,29,2.8,0.97,33.2,0.71,2,bellico01
65,Brandon Belt*,35,404,TOR,19.1,1.9,408,0.2,7.2,-7,0.98,1.4,-1.1,0.30%,4.60%,-4.20%,1.01,-0.50%,4.2,0.4,0.91,17.1,2.02,6,beltbr01
66,Anthony Bemboom*,33,13,BAL,-0.8,-0.1,13,0,0.2,-0.2,0.91,0,0.1,0.00%,0.10%,-0.10%,0.95,0.00%,-0.2,0,0.85,-0.5,,0,bemboan01
67,Andrew Benintendi*,28,621,CHW,-9.5,-0.9,648,0.8,10.4,-9.6,0.99,-0.6,1.4,0.20%,1.90%,-1.70%,0.3,0.70%,1.9,0.2,0.89,-7.3,3.03,2,beninan01
68,Will Benson*,25,329,CIN,11.8,1.1,356,0.3,6.1,-5.8,1.01,0.6,-0.3,0.00%,4.20%,-4.20%,1.17,-0.40%,8,0.8,0.94,7.9,1.37,13,bensowi01
69,Jon Berti,33,424,MIA,1.1,0.1,460,-0.9,6.9,-7.8,1.04,-0.1,-0.7,-0.20%,5.00%,-5.20%,1.19,-0.10%,-7.1,-0.7,0.94,-0.6,0.95,19,bertijo01
70,Christian Bethancourt,31,332,TBR,-11.7,-1.2,340,-1.2,4.2,-5.4,0.84,-1.2,-0.3,-0.50%,2.80%,-3.30%,0.87,0.10%,-11,-1.1,0.94,-14.2,4.48,2,bethach01
71,Mookie Betts,30,693,LAD,55.8,5.3,721,4.9,15.1,-10.2,0.97,5.6,-0.5,3.00%,9.10%,-6.00%,0.94,0.00%,62.7,5.9,0.93,64.6,1.17,1,bettsmo01
72,Bo Bichette,25,601,TOR,16.2,1.6,614,1.2,11.5,-10.3,0.98,1.5,-0.3,0.60%,7.00%,-6.40%,1.01,-0.30%,16.4,1.6,0.93,15.4,3.26,1,bichebo01
73,Cavan Biggio*,28,338,TOR,0.6,0.1,351,0,5.6,-5.6,0.98,0,0,0.10%,3.50%,-3.40%,1.04,0.00%,7.1,0.7,0.95,0.2,0.98,13,biggica01
74,Charlie Blackmon*,36,413,COL,4.7,0.5,425,-0.2,6.8,-7,0.98,0.7,-0.8,0.20%,1.50%,-1.30%,0.33,0.90%,11.9,1.1,0.9,7.3,2.54,6,blackch02
75,Dairon Blanco,30,138,KCR,1.4,0.1,169,0.4,3.2,-2.8,1.08,0.8,-0.5,0.00%,0.00%,0.00%,0,0.00%,6.2,0.6,0.98,7.9,,0,blancda02
76,Travis Blankenhorn*,26,37,WSN,-1.8,-0.2,37,-0.1,0.4,-0.5,0.82,-0.1,0,0.00%,0.00%,0.00%,0,0.40%,-0.9,-0.1,0.74,-0.8,,0,blanktr01
77,JJ Bleday*,25,303,OAK,-1.4,-0.1,311,-0.5,5.1,-5.6,1.03,-0.6,0.1,0.00%,0.00%,0.00%,0.01,-0.10%,-8,-0.8,0.92,-4.4,1.94,6,bledajj01
78,Xander Bogaerts,30,665,SDP,17.6,1.7,701,-1.1,10.7,-11.7,0.96,0.6,-1.7,-0.80%,3.40%,-4.10%,0.54,-1.30%,-10.2,-1,0.96,4.9,,1,bogaexa01
79,Alec Bohm,26,611,PHI,6.3,0.6,622,0,12.1,-12.1,1.06,0.3,-0.3,0.20%,6.10%,-5.90%,0.88,0.00%,6.2,0.6,0.97,2.2,2.68,3,bohmal01
80,Sean Bouchard,27,43,COL,3.6,0.3,46,0.4,0.8,-0.5,0.7,0.3,0.2,0.00%,0.00%,0.00%,0,,3.4,0.3,0.96,5.4,0.62,3,bouchse01
81,Jackie Bradley Jr.*,33,113,KCR,-13.2,-1.3,115,-1.7,1,-2.7,1.06,-1.3,-0.3,-0.30%,0.20%,-0.60%,0.34,-0.30%,-14.4,-1.4,0.98,-14.5,0,1,bradlja02
82,Michael Brantley*,36,57,HOU,-0.3,0,57,0,0.8,-0.8,0.74,0,-0.1,0.20%,1.60%,-1.40%,2.19,0.10%,0.5,0,0.9,-0.8,0.06,1,brantmi02
83,Alex Bregman,29,724,HOU,20.5,2,733,1.6,13,-11.4,0.94,1.1,0.6,1.40%,13.10%,-11.70%,1.58,0.30%,27.1,2.6,0.94,17.8,,0,bregmal01
84,Will Brennan*,25,455,CLE,-10,-1,478,0.3,8.6,-8.3,1.09,-1,1.3,0.40%,3.80%,-3.40%,0.76,1.00%,-8.3,-0.8,0.95,-14.1,1.76,19,brennwi02
85,Jonah Bride,27,106,OAK,-5.6,-0.6,107,-0.8,1.1,-1.9,1.02,-0.8,0,0.00%,0.00%,0.00%,0,,-6.8,-0.7,0.95,-8.5,1.85,7,bridejo01
86,Mike Brosseau,29,78,MIL,-2.8,-0.3,78,-0.4,0.8,-1.3,0.77,-0.1,-0.5,-0.30%,0.60%,-0.90%,0.9,-0.30%,-4.3,-0.4,0.89,-1.9,0.27,3,brossmi01
87,Seth Brown*,30,378,OAK,-1.7,-0.2,384,-0.9,6.6,-7.4,1,-0.3,-0.5,0.30%,0.50%,-0.20%,0.06,5.20%,-2.3,-0.2,0.94,-6.2,1.01,17,brownse01
88,Vidal Bruján#,25,84,TBR,-7.8,-0.8,89,-0.5,0.6,-1.1,0.66,-0.6,-0.2,-0.30%,0.30%,-0.60%,0.61,-0.10%,-8.5,-0.9,0.89,-8.6,0,2,brujavi01
89,Kris Bryant,31,335,COL,-11.4,-1.1,337,-1.5,4.6,-6,0.93,-0.7,-0.9,-0.30%,1.20%,-1.40%,0.38,-0.60%,-9.3,-0.9,0.88,-8.5,0.69,1,bryankr01
90,Peyton Burdick,26,37,MIA,-1.8,-0.2,38,-0.3,0.6,-1,1.37,0,-0.2,-0.20%,0.40%,-0.50%,1.31,-0.10%,-3.2,-0.3,0.95,-1.1,0.46,1,burdipe01
91,Jake Burger,27,540,TOT,12.2,1.2,547,0.3,10.6,-10.3,1.07,0.6,-0.3,1.10%,5.40%,-4.30%,0.81,1.00%,11.5,1.1,0.93,11.6,2.35,5,burgeja01
92,Jake Burger,27,323,CHW,3.9,0.4,327,-1.1,5.9,-6.9,1.1,-0.1,-0.9,-0.10%,1.40%,-1.50%,0.42,-0.20%,-0.5,0,0.95,0.9,2.35,5,burgeja01
93,Jake Burger,27,217,MIA,8.4,0.8,220,1.4,4.8,-3.4,1.02,0.7,0.7,1.20%,4.00%,-2.80%,1.39,0.50%,11.9,1.1,0.9,10.7,,0,burgeja01
94,Alec Burleson*,24,347,STL,-5.6,-0.5,359,-1.5,5.3,-6.9,0.97,-0.2,-1.4,-0.30%,1.10%,-1.40%,0.32,-1.00%,-13.1,-1.3,0.95,-5.5,2.61,18,burleal01
95,Michael Busch*,25,81,LAD,-5.7,-0.6,83,-0.1,1.2,-1.3,0.97,-0.3,0.2,0.00%,0.70%,-0.80%,0.96,0.10%,-6.1,-0.6,0.89,-6,0.27,2,buschmi02
96,Lawrence Butler*,22,129,OAK,-6,-0.6,130,-0.7,1.5,-2.1,0.82,-0.9,0,0.00%,0.00%,0.00%,0,,-8.6,-0.9,0.92,-9.1,1.12,5,butlela01
97,Byron Buxton,29,347,MIN,-0.8,-0.1,362,-0.2,6.2,-6.5,1.06,0.2,-0.4,-0.10%,4.10%,-4.20%,1.14,-0.20%,-0.4,0,0.93,2.3,2.92,5,buxtoby01
98,José Caballero,26,280,SEA,-0.8,-0.1,315,-0.8,4.6,-5.3,1.07,-0.3,-0.4,-1.00%,2.50%,-3.50%,1.11,-0.80%,-2.7,-0.3,1,-2.6,1.54,7,cabaljo01
99,Trey Cabbage*,26,56,LAA,-3.8,-0.4,58,-0.7,1.1,-1.7,1.36,-0.2,-0.2,-0.30%,0.30%,-0.60%,0.72,-0.30%,-5.1,-0.5,0.92,-4,2.21,4,cabbatr01
100,Miguel Cabrera,40,370,DET,-5.9,-0.6,371,-1.2,5,-6.2,0.91,-0.9,-0.4,-0.40%,1.20%,-1.60%,0.38,-0.50%,-8.1,-0.8,0.91,-6.9,2.05,3,cabremi01
101,Oswaldo Cabrera#,24,330,NYY,-17.5,-1.7,344,-0.6,5.2,-5.9,0.95,-1.7,1.1,-0.10%,2.20%,-2.30%,0.63,0.60%,-18.9,-1.9,0.93,-20.5,1.73,4,cabreos01
102,Kole Calhoun*,35,174,CLE,-3.7,-0.4,179,-0.2,3.8,-4,1.28,-0.6,0.5,0.20%,1.10%,-0.90%,0.54,0.60%,-4.9,-0.5,1,-4.4,1.53,2,calhoko01
103,Willie Calhoun*,28,149,NYY,-1.2,-0.1,151,-0.1,2.4,-2.5,0.93,0,-0.1,-0.10%,1.40%,-1.50%,0.93,-0.10%,-3,-0.3,0.89,-1.1,1.74,6,calhowi01
104,Alex Call,28,439,WSN,-13.4,-1.3,465,-0.7,7.5,-8.2,1.03,-1.6,0.9,-0.30%,1.50%,-1.80%,0.37,0.10%,-15.2,-1.5,0.97,-20.1,1.87,4,callal02
105,Johan Camargo#,29,20,SFG,-1.3,-0.1,21,-0.4,0.1,-0.6,1.1,-0.1,-0.3,-0.30%,0.10%,-0.40%,1.33,-0.20%,-3.5,-0.4,1.1,-2.3,,0,camarjo01
106,Junior Caminero,19,36,TBR,-1.3,-0.1,37,0.1,0.6,-0.5,0.81,0,0.2,-0.10%,0.10%,-0.10%,0.38,-0.10%,0.6,0.1,1,-1.4,,0,caminju01
107,Luis Campusano,24,174,SDP,7.3,0.7,174,-0.1,3,-3.1,0.93,0.1,-0.2,-0.20%,0.40%,-0.60%,0.3,-0.70%,7,0.7,0.99,4.7,2.88,5,campulu01
108,Alexander Canario,23,17,CHC,0.8,0.1,17,0,0.2,-0.2,0.62,0.1,-0.2,0.00%,0.10%,-0.10%,0.65,-0.10%,2.7,0.3,0.95,1.3,,2,canaral01
109,Jeimer Candelario#,29,576,TOT,14.5,1.4,589,2.1,11.1,-9,0.95,1.2,1.1,0.40%,3.90%,-3.50%,0.62,-0.10%,16.5,1.6,0.92,13.9,,1,candeje01
110,Jeimer Candelario#,29,419,WSN,13.9,1.3,429,1.6,8.3,-6.7,0.95,1,0.7,0.20%,1.90%,-1.70%,0.38,0.10%,13.7,1.3,0.92,10.6,,0,candeje01
111,Jeimer Candelario#,29,157,CHC,0.7,0.1,160,0.6,2.8,-2.3,0.96,0.2,0.4,0.10%,2.00%,-1.90%,1.27,0.00%,2.8,0.3,0.91,3.3,,1,candeje01
112,Mark Canha,34,507,TOT,7.7,0.7,529,1.7,10,-8.2,1,0.4,1.3,0.70%,4.50%,-3.70%,0.73,0.70%,10.6,1,0.93,1.6,2.67,8,canhama01
113,Mark Canha,34,303,NYM,2,0.2,316,0.1,5.5,-5.4,1.01,-0.1,0.2,0.10%,2.70%,-2.60%,0.82,0.20%,-4,-0.4,0.91,-2.9,2.49,5,canhama01
114,Mark Canha,34,204,MIL,5.8,0.6,213,1.6,4.5,-2.9,0.99,0.5,1.2,0.70%,1.70%,-1.10%,0.6,0.80%,14.5,1.4,0.96,4.5,2.96,3,canhama01
115,Dominic Canzone*,25,182,TOT,-4.7,-0.5,187,-0.1,3.6,-3.7,1.1,-0.6,0.5,-0.50%,3.50%,-4.00%,1.88,0.10%,-10.1,-1,0.98,-5.9,1.58,12,canzodo01
116,Dominic Canzone*,25,41,ARI,-1.1,-0.1,41,-0.1,1,-1.1,1.44,-0.3,0.2,-0.10%,0.90%,-0.90%,2.03,0.10%,-2.6,-0.3,0.99,-2.6,1.5,6,canzodo01
117,Dominic Canzone*,25,141,SEA,-3.6,-0.4,146,0,2.6,-2.6,1.01,-0.3,0.3,-0.40%,2.70%,-3.10%,1.83,0.00%,-7.6,-0.8,0.98,-3.3,1.66,6,canzodo01
118,Conner Capel*,26,86,OAK,1.3,0.1,95,-0.5,1.3,-1.8,1.1,-0.1,-0.4,-0.10%,0.30%,-0.40%,0.48,-0.10%,-3.8,-0.4,0.92,-1.7,3.91,4,capelco01
119,Vinny Capra,26,21,PIT,-1.7,-0.2,21,0,0.2,-0.2,0.58,-0.1,0.2,0.00%,0.00%,0.00%,0.01,0.00%,-0.4,0,0.8,-1.5,0.01,2,capravi01
120,Victor Caratini#,29,226,MIL,-1.3,-0.1,232,-0.7,3.4,-4.1,1.03,-0.3,-0.4,-0.40%,2.10%,-2.50%,1.01,-0.10%,-0.3,0,0.9,-3.7,0.56,1,caratvi01
121,Dylan Carlson#,24,255,STL,-5.7,-0.6,260,-1,3.5,-4.5,0.96,-0.5,-0.6,-0.30%,0.70%,-1.00%,0.32,-0.60%,-2.8,-0.3,0.94,-6.5,2.1,4,carlsdy01
122,Kerry Carpenter*,25,459,DET,10.4,1,471,1.5,9.3,-7.8,0.99,1.4,0.1,0.60%,2.10%,-1.50%,0.33,0.60%,17.2,1.7,0.94,16.4,2.16,6,carpeke01
123,Matt Carpenter*,37,237,SDP,-2.5,-0.2,242,-0.8,3.6,-4.5,1.03,0,-0.8,-0.30%,1.70%,-2.00%,0.77,-0.30%,-6.6,-0.7,0.97,-0.9,1.25,13,carpema01
124,Corbin Carroll*,22,645,ARI,27,2.6,719,5.2,15.6,-10.4,1.08,3.2,1.7,4.40%,12.00%,-7.60%,1.34,1.40%,41.8,4,0.95,38.1,2.39,5,carroco02
125,Evan Carter*,20,75,TEX,7.5,0.7,78,0.6,1.4,-0.8,0.7,0.7,0.2,1.30%,2.60%,-1.40%,2.16,0.20%,7.8,0.8,0.95,8.4,0.36,1,carteev01
126,Curt Casali,34,96,CIN,-7.1,-0.7,97,-0.2,1,-1.2,0.79,-0.7,0.4,-0.10%,0.50%,-0.60%,0.64,0.30%,-5.8,-0.6,0.89,-8,,0,casalcu01
